    Z                     p0                     p1                     p2                     p3                     p4                     p5                     p6                     p7                     p8                     p9
0.013      3.992242492748114     -0.598115357905150      0.801445737451935     -0.429955998174147     -0.539957400310142      0.902516501033015     -0.537458895697015      0.161618409714856     -0.024541368083983      0.001496795184104
0.014      3.988745523523925     -0.601110637326724      0.877917341008084     -0.488772225711541     -0.833647939224706      1.408032180979849     -0.785479776153597      0.151079309300133      0.013727952699204     -0.006081141735554
0.015      3.987452980520316     -0.611341513587168      0.893816620596928     -0.394809516301911     -0.979022940099721      1.309102668746931     -0.471165033766294     -0.081731679248740      0.087056503031077     -0.014657710078295
0.016      3.987993091509067     -0.595679246190375      0.903702834333652     -0.527119161782701     -0.908326246518951      1.627038942285368     -1.016803735375171      0.281433638338361     -0.025120882055469     -0.001306629652776
0.017      3.989848603895065     -0.612441851929595      0.902590182867266     -0.326492752605795     -1.106538814528217      1.256467717039219     -0.259194556367864     -0.228169978337711      0.127093985419523     -0.018431083470622
0.018      3.987946775736942     -0.607058650961509      0.872385786287408     -0.423314079053654     -0.877293841624225      1.375864115612212     -0.781900279353963      0.195623578700404     -0.014684695246774     -0.001033441170620
0.019      3.988188222011714     -0.587444560045557      0.871533917123925     -0.567718611232812     -0.756200012218745      1.627485982871553     -1.249076568270917      0.493659450445488     -0.100132895122645      0.008256808941470
0.020      3.988467627625179     -0.582722075062604      0.873257975071303     -0.584901530164225     -0.748780543488611      1.644215944382093     -1.271005927573132      0.504748518531952     -0.102762466119688      0.008498171356856
0.021      3.987708306023599     -0.581736890080018      0.864329781231581     -0.566950558772009     -0.725489224660566      1.551573486534842     -1.171392453230928      0.454197965234274     -0.090263713795663      0.007285388893400
0.022      3.985678538222141     -0.582718787118629      0.866782086938679     -0.548779062035274     -0.724145827922221      1.478217398624817     -1.077063809675833      0.403438775007605     -0.077496576192637      0.006049786870792
0.023      3.985911648535297     -0.586264414802643      0.842629744898482     -0.500479087847761     -0.659907769201027      1.265250358518795     -0.876250361411543      0.313110727009008     -0.057555448693326      0.004311823657440
0.024      3.989492369103080     -0.570058003366214      0.797736096554181     -0.537690475903430     -0.491859897879230      1.095776832924477     -0.795871388478573      0.293508563161361     -0.055249375182483      0.004213789008332
0.025      3.989161812190511     -0.560327276366960      0.812742198321025     -0.570671194902361     -0.504813884633001      1.136600774375585     -0.815471249636000      0.294707832815180     -0.054124229372383      0.004017792268617
0.026      3.989250460848597     -0.559539106697344      0.799320050333830     -0.546132577673938     -0.450526553334340      0.979889837330372     -0.672477690234764      0.232420506848566     -0.040886344356551      0.002913610390483
0.027      3.989036302025815     -0.555304266508529      0.795094065094311     -0.566158740868532     -0.415280288411158      0.953716715943450     -0.659189328707553      0.227326267995260     -0.039699404551679      0.002798758783428
0.028      3.988418789014601     -0.553842989616596      0.797721056014220     -0.568187338348435     -0.417285459653470      0.942209395573652     -0.638867936570367      0.215494604233864     -0.036740362300543      0.002526135911833
0.029      3.987845602889399     -0.552761231206724      0.792846787034673     -0.565575636825349     -0.379361721307949      0.864719885269643     -0.576099606323761      0.190273202620857     -0.031733489994953      0.002133911276690
0.030      3.987293497997310     -0.553523817901688      0.802284165738180     -0.572431896426470     -0.418762429854874      0.938801219301576     -0.627553136207272      0.207403215920177     -0.034470162189271      0.002301159929558
0.031      3.987139296748644     -0.552386701632306      0.795226035185496     -0.567156223230838     -0.388345562385459      0.875844694113082     -0.577441756159746      0.187668033981888     -0.030635451949401      0.002007605934797
0.032      3.986933767319345     -0.551244825940566      0.791189314797978     -0.567070406237278     -0.358379405752199      0.820993189912265     -0.535559802513941      0.171600750686900     -0.027577073573391      0.001777596107926
0.033      3.986787946021642     -0.551535775453121      0.787941192386744     -0.556940288250122     -0.353122731767118      0.792251729592773     -0.508596791800852      0.160333091533941     -0.025338372360663      0.001605465692821
0.034      3.986511580065816     -0.550571187898462      0.779616426851078     -0.554124323909739     -0.310103304031421      0.717198759899428     -0.454974460549093      0.141060962709508     -0.021892321853546      0.001361426263813
0.035      3.986349899431556     -0.553411104998457      0.782134463145881     -0.530760500111642     -0.358422426962445      0.754559272847824     -0.468246063732958      0.142958575507117     -0.021876190657289      0.001341528846817
0.036      3.987183394277410     -0.556006761993747      0.761013183497760     -0.448477044634485     -0.466564702079448      0.821126163926717     -0.487722504648398      0.144902919578157     -0.021683142516515      0.001302843348982
0.037      3.987148475094918     -0.555853315334711      0.752911882565727     -0.432534520123635     -0.462205866014006      0.792355363453639     -0.462676578037738      0.135252289774585     -0.019916224144838      0.001177649710045
0.038      3.987079460420156     -0.555085511052118      0.748606257974961     -0.425076354852621     -0.460749395932696      0.779861453609456     -0.451448147604913      0.130821316498283     -0.019088086346853      0.001117914429684
0.039      3.987338280204237     -0.552316522357824      0.742432278935961     -0.435513382321591     -0.418109976554754      0.728922268050992     -0.421379244604142      0.121321143727839     -0.017553351811489      0.001018390194231
0.040      3.988391402266641     -0.554068991052734      0.734571534112476     -0.412159670948837     -0.440251423552646      0.735277671364849     -0.418927105984684      0.119287963880395     -0.017082892501235      0.000981145025705
