    Z                     p0                     p1                     p2                     p3                     p4                     p5                     p6                     p7                     p8                     p9
0.001      4.000163108240161     -0.565761145296688      0.891436618423574     -0.870407141805084     -0.562061649964706      1.901914783230033     -1.626479098175176      0.659542406515807     -0.128888639844435      0.009523370154054
0.002      3.998788523529471     -0.556503326811014      0.866141033707801     -0.871337746746918     -0.482976848319208      1.832377826557929     -1.652953069095799      0.719119114089875     -0.155934616463359      0.013525170244158
0.003      3.997053267370747     -0.583312524939321      0.882637278130169     -0.706860359990937     -0.644275021079922      1.636599006389662     -1.272036077218444      0.489924568098243     -0.094884525133029      0.007379152903453
0.004      3.992145399332681     -0.595892640623853      0.919538633730122     -0.646457505096686     -0.795684366688911      1.700432884494866     -1.229594182546428      0.445872101330884     -0.081538881624521      0.005991097208819
0.005      3.993720087089762     -0.589160641182799      0.877346131866795     -0.618144469702500     -0.648942700113682      1.390991090401920     -0.973463671293399      0.339520686062310     -0.059559738262454      0.004191108745491
0.006      3.994345807219070     -0.586225990608328      0.818993954424982     -0.570102024348071     -0.454848002356249      1.008939710233245     -0.685733340035567      0.230759889208297     -0.038989976669716      0.002640579595094
0.007      3.994690580997589     -0.577977126311344      0.797929396990513     -0.580806961201434     -0.347421971395789      0.847854339436487     -0.573245762991709      0.189496644955940     -0.031310388093150      0.002068908871654
0.008      3.996304903446203     -0.582789258330110      0.777823258349269     -0.534353473205305     -0.330748299005891      0.754921850971724     -0.491590065946911      0.157079290169263     -0.025117832378012      0.001607094113038
0.009      3.996081100954912     -0.583835300682421      0.775781543329038     -0.510119976842816     -0.355831146609414      0.751341188602438     -0.475125790589272      0.148150505804537     -0.023147277039529      0.001447780356404
0.010      3.993419156125246     -0.591293275638712      0.792947126640415     -0.483590730599758     -0.428703363474315      0.813004848286224     -0.500915441017550      0.153812080744327     -0.023749345183864      0.001470246535054
0.011      3.995682816311775     -0.581713105309748      0.772159086795555     -0.494347216867388     -0.383590144846392      0.779633873641487     -0.491418898952276      0.153226726827442     -0.023939739178443      0.001496061400008
0.012      3.991845630088223     -0.598199086105938      0.797478079833747     -0.438802438046030     -0.494994214491900      0.847436040304657     -0.506227629850156      0.152403395733738     -0.023167297214736      0.001414884145903
