       G      Bp-Rp 
  15.420      2.593 
  10.240      0.805 
  12.001      1.233 
  12.415      1.382 
  15.166      2.513 
  17.412      3.162 
  10.576      0.877 
  16.678      2.963 
  16.963      3.108 
  17.135      3.237 
  15.042      2.451 
  16.442      2.788 
  15.198      2.454 
  15.290      2.475 
  17.441      3.178 
  17.256      3.068 
  13.648      1.828 
   8.760      0.542 
  12.041      1.224 
  12.423      1.354 
  15.814      2.787 
  16.634      3.052 
  17.852      3.155 
  17.143      3.165 
  13.394      1.843 
  15.295      2.528 
  13.348      1.667 
  16.389      2.922 
  10.645      0.897 
   5.623     -0.093 
  17.213      3.184 
  15.777      2.508 
  12.572      1.412 
  13.732      1.827 
  13.485      1.753 
  11.163      1.009 
  13.694      1.827 
  13.969      1.959 
  17.760      3.394 
  10.409      0.843 
   6.409     -0.014 
  15.028      2.490 
  15.861      2.767 
  17.321      3.102 
  11.209      1.070 
   8.232      0.359 
  16.658      2.888 
  13.597      1.792 
  16.231      2.907 
  13.026      1.560 
  17.212      2.863 
   8.881      0.544 
  12.214      1.276 
  11.965      1.216 
  16.605      3.016 
  15.182      2.483 
  17.839      3.298 
  12.406      1.397 
  17.645      3.211 
   7.941      0.242 
  17.559      3.170 
  16.600      3.000 
  16.506      2.962 
  17.947      3.386 
  17.582      3.249 
  16.611      2.826 
  16.349      2.916 
  16.721      2.797 
   6.881      0.034 
  15.956      2.797 
   9.591      0.704 
  10.544      0.890 
  12.702      1.458 
  17.721      3.140 
  17.322      3.190 
  14.376      2.119 
  15.789      2.702 
  14.820      2.330 
  10.842      0.979 
  11.465      1.080 
  16.332      2.682 
  14.628      2.225 
  13.902      1.904 
  17.563      3.142 
  15.626      2.644 
  15.380      2.584 
  15.582      2.632 
   9.050      0.642 
  13.717      1.840 
  17.494      3.110 
  13.754      1.868 
   8.323      0.421 
  17.258      3.106 
  10.863      0.968 
  13.357      1.706 
  16.313      2.928 
  13.755      1.914 
  16.534      3.012 
  16.102      2.865 
  16.620      2.973 
  10.528      0.914 
  16.487      2.873 
  10.404      0.849 
   9.894      0.742 
  12.895      1.520 
  13.655      1.824 
  16.808      3.062 
  12.880      1.526 
  10.229      0.900 
  16.564      3.023 
   6.990      0.054 
  12.793      1.484 
  15.199      2.551 
  14.642      2.302 
  15.417      2.356 
  12.721      1.473 
  16.426      2.866 
   9.534      0.743 
  15.422      2.585 
  17.249      3.175 
  16.569      2.968 
  12.330      1.328 
  12.204      1.277 
  15.559      2.647 
  16.591      3.023 
  13.438      1.804 
  11.651      1.187 
  10.967      0.976 
  16.766      2.822 
   8.208      0.426 
  15.090      2.473 
  14.124      2.057 
  15.639      2.673 
  11.968      1.253 
  16.290      2.877 
  13.370      1.713 
  11.190      1.020 
  16.674      2.832 
  12.633      1.452 
  15.876      2.795 
  17.712      3.387 
  16.980      2.996 
  12.556      1.420 
  16.880      3.090 
  14.009      1.950 
  17.144      3.133 
  10.697      0.916 
  10.659      0.901 
  16.699      2.982 
  15.329      2.527 
  11.258      1.084 
  12.272      1.318 
  17.351      3.296 
  13.576      1.780 
   9.713      0.714 
  13.839      1.894 
  10.383      0.823 
  15.477      2.671 
  16.719      3.087 
  12.192      1.279 
  17.412      3.256 
  11.012      1.029 
  16.101      2.831 
  15.682      2.701 
   9.753      0.714 
  17.609      3.296 
  16.830      3.114 
  17.721      3.530 
  15.076      2.476 
  16.955      3.061 
  16.562      2.939 
   8.028      0.277 
   9.192      0.630 
  17.594      3.357 
  12.790      1.479 
  13.723      1.856 
  13.452      1.730 
  13.767      1.910 
  16.162      2.843 
  12.426      1.378 
  10.274      0.838 
  15.927      2.773 
  13.683      1.847 
  12.019      1.238 
  10.467      0.878 
  17.663      3.386 
  16.914      3.054 
  10.698      0.918 
  16.853      2.914 
  16.931      3.117 
  13.281      1.716 
  13.817      1.725 
  12.437      1.375 
  17.365      3.237 
  15.832      2.735 
  16.776      3.091 
  10.400      0.930 
  17.756      3.493 
  15.048      2.440 
  16.153      2.913 
  13.572      1.774 
  11.200      1.016 
  17.216      3.195 
  16.318      2.899 
   8.540      0.506 
  16.373      2.941 
  14.987      2.476 
  12.457      1.377 
  16.689      2.954 
  13.992      1.996 
  16.119      2.866 
  15.174      2.515 
   7.633      0.209 
  13.925      1.932 
  15.825      2.727 
  13.853      1.908 
  11.465      1.092 
  17.129      3.055 
  16.708      2.928 
  11.690      1.141 
  14.176      2.075 
  16.793      3.049 
  15.290      2.533 
   6.687      0.008 
  15.672      2.715 
  14.428      2.177 
   6.284      0.024 
  12.990      1.565 
  14.340      2.221 
  17.324      2.905 
  14.374      2.156 
  12.247      1.333 
   8.088      0.305 
  16.826      3.058 
  17.115      3.238 
  17.796      3.108 
  14.845      2.348 
  15.178      2.503 
  10.756      0.924 
  13.866      1.936 
  15.866      2.790 
  16.954      3.103 
  17.131      3.176 
  16.298      2.896 
  11.269      1.022 
  16.428      2.604 
  13.566      1.852 
  10.740      0.928 
  14.755      2.341 
  15.810      2.722 
  17.411      3.278 
  17.479      2.968 
  16.543      2.809 
  16.954      3.155 
  17.076      2.877 
  14.470      2.226 
  16.928      2.718 
  13.679      1.839 
  16.505      2.930 
  15.048      2.504 
  16.847      3.077 
  15.438      2.621 
  17.804      3.270 
  12.321      1.350 
  11.193      1.049 
  17.938      3.373 
   8.875      0.587 
  11.165      1.040 
  16.025      2.791 
  17.104      2.972 
  14.096      2.035 
  17.562      3.174 
  16.027      2.831 
  16.907      3.039 
  16.366      2.912 
  14.106      1.995 
  16.326      2.880 
  11.314      1.085 
  15.823      2.716 
  14.727      2.322 
   9.922      0.761 
  17.678      3.371 
   7.692      0.242 
  16.376      2.955 
  11.908      1.198 
  17.854      3.360 
  17.033      2.992 
  14.313      2.121 
  11.160      1.014 
  14.870      2.445 
  17.730      3.105 
  16.373      2.914 
  16.526      2.874 
  17.585      3.088 
   6.145     -0.044 
  16.445      2.976 
  10.582      0.918 
  16.132      2.814 
  13.196      1.653 
  16.863      3.119 
  17.078      3.201 
  16.638      2.914 
  17.436      3.080 
   9.982      0.835 
  16.627      2.901 
  15.681      2.728 
  17.060      3.004 
  16.518      2.965 
  14.509      2.224 
  16.588      2.932 
  17.087      3.008 
  16.507      2.976 
   9.062      0.606 
  11.439      1.115 
  16.530      2.962 
  13.029      1.606 
  17.156      3.139 
   5.427     -0.037 
  16.345      2.916 
  16.964      3.072 
  15.887      2.797 
  11.405      1.063 
  11.165      1.023 
  17.659      3.180 
  17.628      3.273 
  15.433      2.629 
  15.212      2.520 
  16.898      3.039 
  15.744      2.672 
  17.178      3.152 
  17.462      3.376 
  13.387      1.728 
  16.942      3.057 
  17.803      3.518 
  17.575      3.038 
  13.877      1.899 
  15.794      2.742 
  17.360      3.092 
  15.708      2.715 
  17.484      3.510 
  15.635      2.640 
  16.761      2.996 
  13.783      1.911 
  16.321      2.938 
  17.936      3.231 
  17.659      3.110 
  17.532      3.066 
  13.431      1.774 
  17.002      3.131 
  13.037      1.583 
  12.802      1.516 
   5.739     -0.037 
  17.218      3.219 
   8.077      0.329 
  11.739      1.164 
  15.818      2.784 
  17.200      2.998 
  17.336      3.205 
  11.431      1.098 
  17.906      3.392 
  17.281      3.104 
  12.363      1.367 
  13.403      1.709 
  16.817      3.124 
   9.730      0.710 
  17.457      3.099 
   7.715      0.248 
  15.853      2.766 
  16.714      2.842 
  14.565      2.270 
  17.327      2.857 
  15.368      2.592 
  16.378      2.961 
  17.088      3.155 
  16.201      2.904 
  14.565      2.279 
  17.185      3.053 
  17.587      3.156 
  15.842      2.515 
  15.123      2.509 
  17.868      3.372 
  16.677      2.769 
  12.307      1.347 
  16.431      2.855 
  17.412      3.076 
   8.004      0.286 
  15.149      2.544 
  16.874      3.022 
  11.589      1.118 
   7.732      0.220 
  16.386      2.949 
  17.476      3.197 
  17.093      3.068 
  17.826      3.178 
  11.994      1.236 
  16.356      2.891 
  16.230      2.876 
  16.499      2.951 
  16.875      3.079 
  15.762      2.720 
  17.622      3.233 
  11.105      1.013 
  16.515      2.953 
  16.832      3.139 
  15.208      2.438 
  16.714      3.016 
  16.493      2.968 
  15.088      2.502 
  17.290      3.189 
  11.824      1.192 
  16.750      3.090 
  13.553      1.850 
  13.486      1.848 
  17.260      3.159 
  15.774      2.766 
  17.096      3.180 
   7.087      0.046 
  16.322      2.954 
  15.645      2.668 
  17.340      3.123 
  17.767      3.206 
  14.580      2.308 
  15.011      2.490 
  17.106      3.162 
  12.866      1.593 
  16.902      2.961 
  16.320      2.911 
  17.683      3.340 
  16.445      2.918 
  17.400      3.211 
  17.262      3.010 
  13.333      1.731 
  13.805      1.938 
  17.358      3.168 
  17.439      3.368 
  12.185      1.364 
  13.451      1.858 
  17.274      3.174 
  12.224      1.371 
  17.234      3.129 
  17.549      3.349 
  14.776      2.283 
  16.720      2.682 
  16.786      3.020 
  13.520      1.795 
  17.176      3.186 
  17.912      3.353 
  17.232      3.223 
  16.285      2.910 
  16.156      2.698 
  15.106      2.518 
  16.836      3.075 
  15.488      2.623 
  12.138      1.294 
  11.023      1.008 
  15.555      2.691 
  17.230      3.144 
  16.718      3.051 
  17.043      3.137 
