       G      Bp-Rp 
   7.500      0.203 
  11.909      1.036 
  16.653      2.739 
  15.032      2.148 
  16.156      2.575 
  12.180      1.112 
   8.945      0.478 
  10.589      0.755 
  17.688      3.081 
  13.096      1.417 
  11.435      0.938 
  12.123      1.119 
  10.042      0.674 
   9.232      0.532 
  13.445      1.526 
  17.188      2.903 
  10.338      0.743 
   6.727      0.250 
  14.514      1.926 
  15.490      2.507 
  16.912      2.872 
  15.078      2.203 
   7.617      0.275 
  14.594      1.978 
  14.006      1.755 
  16.128      2.670 
  12.284      1.129 
  13.637      1.600 
  10.896      0.829 
  15.997      2.604 
   9.469      0.586 
  15.592      2.374 
  17.454      3.159 
  16.279      2.660 
  16.916      2.823 
  11.979      1.047 
  10.299      0.750 
  17.672      3.065 
  10.112      0.677 
  15.040      2.146 
   9.272      0.558 
  13.161      1.421 
  17.511      2.917 
  17.543      3.006 
  17.132      2.834 
  11.311      0.911 
   7.912      0.286 
  11.802      0.997 
  16.727      2.796 
  16.587      2.769 
  16.186      2.731 
  17.213      2.851 
  10.005      0.664 
  13.699      1.648 
  16.100      2.739 
  17.048      2.808 
  12.608      1.258 
  17.880      3.133 
   9.578      0.588 
   8.276      0.288 
  17.376      2.923 
  10.579      0.758 
  17.490      2.764 
  11.509      0.946 
  15.766      2.559 
  16.858      2.821 
  16.353      2.737 
  15.356      2.268 
  15.254      2.256 
  16.277      2.612 
  16.786      2.828 
  15.478      2.308 
  17.745      3.034 
  16.570      2.740 
  17.472      2.952 
  16.354      2.648 
  13.710      1.643 
  17.564      2.907 
   9.226      0.541 
   8.747      0.427 
   6.582      0.027 
  16.764      2.846 
  15.654      2.365 
  13.948      1.724 
  10.351      0.727 
  15.156      2.195 
  11.820      1.028 
   8.467      0.413 
  16.478      2.848 
  12.871      1.332 
  17.550      3.216 
  14.439      1.922 
   9.957      0.663 
   9.772      0.622 
  16.358      2.623 
  16.577      2.645 
  12.108      1.082 
  17.384      2.934 
   6.646      1.109 
  12.092      1.107 
  17.411      2.993 
  12.949      1.349 
  13.235      1.467 
  11.259      0.896 
  13.747      1.657 
  13.206      1.454 
  16.607      2.644 
  15.854      2.598 
   6.136      1.105 
  16.728      2.811 
   9.125      0.526 
  13.486      1.572 
  12.156      1.131 
  17.375      2.974 
  11.598      0.938 
  13.838      1.699 
  11.721      0.979 
  15.186      2.208 
  17.164      2.858 
  17.447      2.919 
  17.624      3.041 
  15.143      2.235 
  17.700      3.006 
   8.451      0.382 
  13.661      1.680 
  14.148      1.818 
  10.244      0.691 
  11.719      0.989 
  15.598      2.401 
  12.614      1.245 
  17.976      3.048 
  17.238      2.977 
  15.589      2.414 
  17.593      3.062 
  17.700      3.130 
  12.734      1.302 
   9.393      0.569 
   9.720      0.605 
  16.351      2.606 
  16.246      2.592 
  17.253      2.751 
  15.770      2.459 
  15.866      2.625 
  15.470      2.284 
  16.181      2.542 
  16.293      2.704 
  16.083      2.528 
  12.985      1.372 
  17.416      2.860 
  12.761      1.293 
  12.870      1.316 
  15.786      2.600 
  13.554      1.545 
  14.894      2.072 
  12.976      1.366 
  13.360      1.510 
  12.323      1.141 
  17.833      2.985 
  17.406      2.959 
  16.062      2.675 
  17.383      2.975 
  16.645      2.819 
  10.647      0.785 
  15.393      2.432 
  14.130      1.818 
  17.824      3.016 
  15.562      2.418 
  16.882      2.819 
  17.598      2.852 
  12.635      1.228 
  16.834      2.726 
  15.569      2.407 
   7.446      0.210 
  17.407      2.849 
  11.633      0.959 
  15.485      2.337 
  15.832      2.452 
  12.844      1.355 
   6.399      0.858 
  13.411      1.509 
  16.722      2.753 
  12.736      1.283 
  13.570      1.595 
  12.865      1.344 
  16.179      2.582 
  17.107      2.882 
  10.405      0.747 
  14.205      1.848 
  17.092      2.893 
  14.419      1.896 
  15.151      2.208 
  12.093      1.089 
   8.271      0.297 
  17.949      3.065 
  17.423      2.826 
  16.316      2.702 
  14.257      1.862 
  17.168      2.932 
  11.727      1.000 
  17.853      3.219 
  17.081      2.987 
  15.989      2.617 
  14.145      1.806 
  15.531      2.376 
  15.476      2.352 
  14.254      1.859 
  15.453      2.291 
  14.604      1.988 
   8.102      0.279 
   9.289      0.547 
  11.104      0.846 
  16.095      2.499 
  16.410      2.626 
  15.678      2.402 
  17.752      3.034 
  15.301      2.247 
  14.630      2.070 
  17.281      3.187 
  16.677      2.836 
  16.064      2.694 
  14.389      1.894 
  17.347      2.870 
   9.565      0.588 
   8.826      0.439 
  17.843      2.815 
  11.136      0.871 
  14.926      2.068 
  15.271      2.313 
  11.339      0.910 
  13.371      1.515 
   9.237      0.545 
  16.048      2.538 
   8.419      0.366 
  16.405      2.774 
  16.576      2.729 
  14.667      2.178 
  17.508      2.810 
  11.457      0.962 
  17.561      2.808 
  15.750      2.375 
  15.168      2.230 
  11.245      0.898 
  17.499      2.845 
  10.658      0.762 
  14.749      2.102 
  16.531      2.705 
   9.991      0.645 
  16.989      2.890 
  11.286      0.898 
  11.138      0.864 
  17.575      2.900 
  13.766      1.690 
  15.396      2.255 
  15.603      2.538 
   7.721      0.246 
  16.148      2.550 
  15.190      2.176 
  15.110      2.280 
  12.174      1.097 
  16.869      2.845 
  17.614      2.745 
  15.737      2.462 
  15.203      2.290 
   9.523      0.579 
  14.042      1.942 
  13.054      1.392 
  15.162      2.200 
  11.519      0.950 
  17.509      2.969 
  17.000      2.795 
   7.442      0.174 
  16.287      2.636 
  17.500      2.951 
  15.749      2.479 
  13.526      1.567 
  14.089      1.805 
  14.815      2.092 
  14.799      2.022 
  15.448      2.298 
   8.196      0.326 
  17.401      2.808 
  12.595      1.204 
  17.314      3.070 
  12.092      1.096 
  16.660      2.694 
  16.821      2.788 
  11.254      0.866 
  11.097      0.846 
  17.932      3.087 
  16.243      2.669 
  16.157      2.756 
  11.476      0.930 
  15.622      2.250 
  13.842      1.701 
  15.067      2.177 
  17.761      2.892 
  12.357      1.149 
  14.973      2.089 
  14.802      2.053 
  16.915      2.735 
  14.663      2.068 
  14.828      2.064 
  14.103      1.786 
  17.850      3.093 
  17.590      3.220 
  17.818      3.018 
  17.782      3.034 
  13.902      1.699 
  16.777      2.914 
  12.459      1.186 
  16.042      2.553 
  15.886      2.427 
  13.134      1.419 
  15.026      2.168 
  17.328      2.857 
  11.009      0.841 
  13.829      1.719 
  11.679      0.969 
  16.735      2.719 
  15.378      2.287 
  16.131      2.719 
  17.678      2.915 
  14.529      2.004 
  13.607      1.606 
  16.309      2.804 
  17.010      2.787 
  12.512      1.232 
   9.235      0.546 
  16.491      2.715 
  15.799      2.440 
  16.670      2.819 
  17.509      2.780 
   8.364      0.363 
  17.847      2.894 
   8.762      0.445 
  16.472      2.729 
  17.151      2.898 
  16.885      2.870 
  15.133      2.369 
  16.086      2.673 
  16.215      2.711 
  15.500      2.355 
  10.407      0.712 
  17.356      2.886 
  16.414      2.774 
  11.540      0.930 
  12.567      1.224 
  17.873      3.136 
