       G      Bp-Rp 
  17.156      2.366 
  13.152      0.980 
  11.462      0.676 
  15.236      1.521 
  15.321      1.534 
  17.619      2.435 
  14.001      1.186 
  15.458      1.644 
  16.911      2.147 
  17.106      2.210 
  14.353      1.273 
  17.082      2.262 
  12.624      0.889 
  10.708      0.406 
   9.866      0.152 
  16.926      2.219 
  12.481      0.884 
  17.897      2.561 
  14.719      1.353 
  11.323      0.620 
  16.632      2.026 
  13.385      0.998 
  14.370      1.299 
  16.810      2.071 
  14.014      1.162 
  16.850      2.147 
  12.610      0.868 
  10.693      0.480 
  17.314      2.327 
  11.420      0.636 
  16.516      2.078 
  16.908      2.181 
   8.484      0.130 
  16.026      1.883 
  16.380      2.024 
  14.999      1.435 
  14.617      1.344 
  12.273      0.777 
  17.175      2.290 
  16.146      1.918 
  13.237      1.026 
  14.508      1.280 
  12.369      0.810 
  14.650      1.313 
  16.679      2.024 
   9.416      0.173 
  16.347      1.940 
  16.727      2.035 
  13.967      1.143 
  17.755      2.530 
  14.328      1.255 
   9.649      0.255 
  15.515      1.584 
   9.244      0.212 
  10.805      0.426 
  14.748      1.363 
  16.896      2.194 
  16.579      2.062 
  16.437      1.982 
   8.315      0.063 
  11.469      0.668 
  15.357      1.556 
  14.864      1.393 
  12.900      0.978 
  14.796      1.412 
   9.057      0.083 
  14.899      1.395 
  15.808      1.728 
  15.889      1.760 
  10.560      0.400 
  12.524      0.864 
  13.585      1.070 
  16.500      2.022 
  11.603      0.719 
  16.294      1.930 
  17.441      2.378 
  13.208      1.000 
  15.801      1.750 
   7.677      0.109 
  12.816      0.902 
  17.177      2.373 
  16.490      2.002 
  15.023      1.466 
  14.546      1.302 
  17.972      2.512 
  11.835      0.746 
  12.078      0.780 
  15.484      1.582 
  14.307      1.265 
  12.542      0.863 
  14.920      1.468 
  12.598      0.916 
  13.501      1.024 
  14.326      1.218 
  13.347      1.012 
  14.353      1.221 
  16.911      2.197 
  15.678      1.689 
  15.352      1.572 
  16.268      1.934 
  11.930      0.711 
  15.337      1.582 
  16.302      1.922 
  14.352      1.234 
  13.575      1.058 
  16.446      1.980 
  16.622      2.065 
  16.189      1.863 
  15.429      1.581 
  16.592      2.052 
  11.242      0.599 
  16.881      2.063 
  15.245      1.551 
  15.547      1.629 
  10.709      0.402 
  10.805      0.416 
  15.721      1.703 
  10.663      0.403 
  14.183      1.194 
  16.602      2.119 
  12.920      0.939 
  11.949      0.721 
  11.023      0.521 
  13.943      1.154 
  14.752      1.369 
  10.158      0.224 
  17.466      2.270 
  13.528      1.037 
  16.868      2.130 
  14.707      1.356 
  11.918      0.758 
  15.501      1.637 
  17.608      2.511 
  14.003      1.203 
  16.404      1.976 
  16.271      1.902 
  12.312      0.831 
  12.968      0.988 
  17.388      2.462 
  12.840      0.885 
   9.371      0.168 
  13.325      0.984 
  13.650      1.136 
  14.448      1.321 
  14.680      1.381 
   9.958      0.216 
  12.880      0.974 
  16.216      1.917 
  17.201      2.308 
  17.514      2.404 
  17.579      2.489 
  13.224      0.976 
  16.003      1.840 
  16.882      2.193 
  17.659      2.409 
  15.368      1.582 
  14.451      1.274 
  13.380      1.035 
  13.310      0.974 
  12.797      0.920 
  15.382      1.587 
  15.663      1.731 
  14.438      1.258 
  14.303      1.207 
  16.060      1.844 
  15.613      1.644 
  11.278      0.560 
  15.803      1.713 
   7.797      0.091 
  16.158      1.940 
  11.146      0.552 
  17.688      2.371 
  13.534      1.054 
  17.188      2.165 
  15.232      1.512 
  15.957      1.810 
  12.878      0.894 
  12.498      0.819 
  11.572      0.658 
  13.016      0.965 
  15.907      1.793 
  12.431      0.841 
  12.121      0.796 
  16.888      2.239 
  14.000      1.161 
  13.336      1.058 
  17.839      2.444 
  16.760      2.105 
  15.879      1.760 
  11.141      0.556 
  16.244      1.918 
  16.668      2.117 
  14.785      1.361 
  15.326      1.589 
  16.538      2.030 
  13.695      1.117 
  13.286      1.014 
  14.497      1.287 
  17.773      2.370 
  15.864      1.773 
  10.741      0.423 
  17.757      2.378 
  17.289      2.340 
  17.531      2.441 
  11.641      0.680 
  17.954      2.430 
  17.071      2.172 
  13.498      1.022 
  13.858      1.093 
  15.013      1.426 
  10.791      0.386 
  14.647      1.345 
   7.813      0.111 
  17.130      2.230 
  15.978      1.820 
  13.043      0.945 
  16.013      1.816 
  15.345      1.552 
  12.003      0.730 
  17.691      2.549 
  16.610      2.047 
  10.251      0.242 
   8.530      0.108 
  13.188      0.930 
  14.709      1.349 
  17.406      2.371 
  15.940      1.799 
  14.211      1.262 
   6.263     -0.032 
  13.443      1.015 
  17.700      2.470 
  12.738      0.884 
  14.962      1.421 
  16.717      2.130 
   8.761      0.053 
  13.635      1.064 
  14.003      1.149 
  14.452      1.249 
  10.113      0.267 
  11.548      0.694 
  17.611      2.525 
  14.493      1.272 
  16.617      2.100 
  16.742      2.091 
  12.301      0.804 
  11.971      0.760 
  10.251      0.294 
  16.329      1.902 
  14.676      1.346 
  13.914      1.119 
  14.247      1.207 
  17.279      2.320 
  14.620      1.337 
  14.179      1.195 
  14.764      1.360 
  13.144      0.949 
  10.775      0.409 
  17.461      2.329 
  12.109      0.775 
  15.133      1.467 
  14.427      1.297 
  15.093      1.450 
  17.070      2.224 
  17.888      2.361 
  16.494      2.008 
  12.366      0.828 
  13.411      1.026 
  12.293      0.789 
  14.908      1.403 
  17.950      2.495 
  16.820      2.164 
  12.628      0.860 
  14.544      1.315 
  14.546      1.318 
  12.622      0.878 
  15.184      1.539 
  11.076      0.518 
  13.606      1.060 
  13.839      1.099 
  17.775      2.594 
  14.929      1.417 
   9.852      0.220 
  14.629      1.330 
  15.245      1.529 
  17.144      2.214 
  15.959      1.814 
  16.801      2.107 
  16.922      2.192 
  16.676      2.076 
  12.145      0.763 
  15.254      1.524 
  16.770      2.119 
  17.332      2.326 
  17.708      2.630 
  14.974      1.432 
  12.978      0.992 
  14.282      1.254 
  14.324      1.219 
  15.490      1.613 
  16.864      2.189 
   9.531      0.102 
  14.852      1.380 
   9.476      0.149 
  15.589      1.641 
  15.234      1.517 
  12.724      0.922 
  12.221      0.777 
  17.518      2.377 
  12.929      0.893 
  13.115      0.933 
  13.274      0.986 
  12.826      0.882 
   9.622      0.172 
  17.663      2.673 
  10.431      0.278 
  13.720      1.065 
  10.294      0.252 
  17.479      2.494 
  16.521      2.027 
  11.260      0.581 
  15.454      1.600 
  16.128      1.857 
  16.455      1.994 
  15.945      1.771 
  16.445      1.987 
  13.131      0.982 
  15.639      1.663 
  14.564      1.306 
   8.849      0.041 
  14.984      1.407 
  14.437      1.286 
  13.492      1.032 
  16.143      1.860 
  15.678      1.706 
  15.770      1.736 
  15.395      1.593 
  14.820      1.367 
  10.099      0.268 
  15.430      1.576 
  17.904      2.536 
  12.140      0.769 
  16.334      1.939 
  13.018      0.911 
  17.996      2.492 
  15.212      1.499 
  15.677      1.685 
  16.065      1.822 
  16.916      2.122 
  12.482      0.832 
  16.300      1.963 
  13.301      0.982 
  17.481      2.484 
  15.532      1.683 
  12.119      0.751 
   9.912      0.224 
  15.473      1.613 
  13.267      0.987 
  15.141      1.506 
  13.207      0.963 
  11.496      0.648 
  17.097      2.120 
  17.556      2.457 
  11.742      0.735 
  15.189      1.487 
  17.336      2.360 
  14.254      1.194 
  12.755      0.850 
  14.194      1.171 
  14.592      1.298 
  10.237      0.227 
  17.582      2.449 
  14.522      1.264 
  12.354      0.799 
  15.712      1.734 
  15.170      1.498 
  14.091      1.148 
  17.246      2.323 
  13.380      0.978 
  11.299      0.578 
  15.995      1.809 
  14.823      1.360 
  11.702      0.679 
  14.056      1.214 
  16.487      1.988 
  14.754      1.378 
  13.123      0.919 
  10.334      0.280 
